"edibility","cap_shape","cap_surface","cap_color","bruises","odor","gill_attachement","gill_spacing","gill_size","gill_color","stalk_shape","stalk_root","stalk_surface_above_ring","stalk_surface_below_ring","stalk_color_above_ring","stalk_color_below_ring","veil_type","veil_color","ring_number","ring_type","spore_print_color","population","habitat"
"poisonous","convex","smooth","yellow","yes","foul","descending","close","broad","gray","enlarging","equal","scaly","silky","buff","buff","partial","white","b","large","purple","scattered","grasses"
"poisonous","bell","fibrous","brown","no","anise","attached","distant","broad","white","enlarging","club","fibrous","silky","buff","buff","partial","brown","one","cobwebby","brown","several","meadows"
"poisonous","bell","smooth","yellow","yes","foul","descending","close","broad","black","enlarging","club","scaly","scaly","buff","buff","partial","white","b","large","black","several","wood"
"poisonous","convex","scaly","brown","no","almond","free","close","narrow","orange","enlarging","club","smooth","smooth","purple","purple","partial","white","b","pendant","black","abundant","grasses"
"edible","flat","fibrous","yellow","no","none","free","close","narrow","chocolate","tapering","club","silky","silky","gray","gray","universal","white","one","none","chocolate","several","wood"
"poisonous","convex","grooves","cinnamon","no","creosote","free","crowded","broad","purple","enlarging","club","scaly","silky","cinnamon","cinnamon","partial","orange","one","flaring","buff","solitary","grasses"
"poisonous","knobbed","fibrous","green","no","foul","notched","close","broad","chocolate","enlarging","missing","smooth","smooth","buff","pink","partial","white","one","sheathing","chocolate","several","meadows"
"poisonous","flat","fibrous","cinnamon","no","fishy","attached","close","broad","black","enlarging","club","silky","silky","gray","gray","partial","brown","one","cobwebby","chocolate","abundant","urban"
"edible","flat","smooth","brown","yes","none","attached","close","broad","white","enlarging","club","smooth","smooth","red","purple","partial","brown","one","evanescent","black","several","wood"
"poisonous","convex","grooves","yellow","no","foul","descending","close","broad","brown","enlarging","club","scaly","silky","buff","buff","partial","white","one","large","brown","clustered","waste"
"poisonous","knobbed","grooves","gray","yes","anise","descending","distant","broad","white","enlarging","missing","silky","scaly","buff","buff","partial","orange","one","large","chocolate","several","wood"
"edible","flat","smooth","red","yes","none","descending","close","broad","white","enlarging","club","scaly","scaly","red","red","partial","white","b","pendant","brown","several","wood"
"edible","flat","smooth","red","yes","pungent","descending","distant","broad","gray","tapering","missing","smooth","smooth","green","purple","partial","orange","one","large","white","several","wood"
"poisonous","conical","scaly","buff","yes","foul","free","close","broad","pink","enlarging","club","fibrous","fibrous","buff","purple","partial","brown","one","evanescent","brown","several","grasses"
"poisonous","convex","grooves","gray","yes","foul","descending","close","broad","purple","enlarging","club","scaly","scaly","green","white","partial","orange","two","large","chocolate","numerous","grasses"
"poisonous","flat","smooth","buff","no","foul","free","close","broad","gray","enlarging","cup","silky","silky","buff","buff","universal","white","one","large","chocolate","clustered","urban"
"poisonous","bell","smooth","cinnamon","no","fishy","free","close","broad","black","enlarging","club","scaly","scaly","gray","gray","partial","orange","b","large","chocolate","abundant","paths"
"poisonous","convex","fibrous","green","no","foul","free","close","broad","white","tapering","missing","silky","silky","pink","pink","partial","white","one","large","green","several","paths"
"poisonous","knobbed","smooth","white","no","foul","notched","distant","narrow","gray","tapering","club","silky","smooth","buff","pink","partial","yellow","one","large","chocolate","several","waste"
"poisonous","flat","grooves","yellow","no","foul","descending","close","broad","yellow","enlarging","club","silky","scaly","cinnamon","green","partial","white","two","flaring","buff","several","paths"
"edible","flat","fibrous","buff","yes","fishy","free","close","broad","white","tapering","equal","smooth","smooth","purple","purple","partial","brown","b","pendant","chocolate","solitary","grasses"
"poisonous","convex","smooth","gray","yes","foul","descending","distant","broad","pink","enlarging","cup","silky","silky","pink","pink","partial","orange","one","large","green","several","meadows"
"poisonous","flat","smooth","red","no","foul","free","distant","broad","pink","tapering","cup","smooth","smooth","pink","green","partial","yellow","one","large","green","several","grasses"
"poisonous","convex","grooves","gray","no","anise","descending","distant","broad","pink","enlarging","missing","silky","scaly","buff","buff","partial","orange","one","large","chocolate","solitary","paths"
"edible","flat","fibrous","yellow","yes","fishy","free","close","broad","chocolate","enlarging","club","fibrous","fibrous","gray","green","partial","brown","b","evanescent","chocolate","scattered","wood"
"edible","flat","smooth","buff","yes","none","free","close","narrow","pink","tapering","equal","smooth","silky","green","purple","universal","white","one","none","purple","scattered","urban"
"edible","flat","smooth","white","no","creosote","free","close","narrow","buff","tapering","club","silky","silky","cinnamon","green","partial","white","two","none","buff","numerous","paths"
"poisonous","flat","fibrous","yellow","no","foul","notched","close","narrow","yellow","tapering","club","silky","smooth","buff","green","universal","white","two","zone","chocolate","several","grasses"
"poisonous","knobbed","fibrous","green","yes","pungent","attached","distant","broad","gray","enlarging","club","fibrous","silky","buff","green","partial","brown","one","evanescent","chocolate","solitary","paths"
"edible","flat","smooth","purple","no","almond","free","close","narrow","orange","tapering","club","smooth","smooth","gray","green","partial","white","one","zone","black","solitary","waste"
"poisonous","convex","smooth","gray","no","pungent","free","distant","narrow","gray","enlarging","club","silky","silky","purple","buff","partial","white","one","pendant","chocolate","solitary","waste"
"edible","convex","fibrous","gray","yes","spicy","free","crowded","broad","purple","tapering","club","fibrous","fibrous","white","white","partial","brown","one","cobwebby","yellow","several","wood"
"poisonous","convex","smooth","yellow","no","foul","free","close","narrow","yellow","enlarging","rhizomorphs","silky","silky","white","white","partial","white","two","large","chocolate","several","paths"
"poisonous","flat","smooth","buff","no","almond","notched","close","broad","pink","tapering","equal","silky","smooth","green","brown","universal","yellow","one","zone","black","scattered","wood"
"poisonous","convex","scaly","pink","no","foul","free","distant","narrow","pink","tapering","cup","silky","smooth","brown","green","partial","white","one","sheathing","white","clustered","wood"
"edible","flat","fibrous","buff","no","musty","free","distant","narrow","yellow","enlarging","rhizomorphs","fibrous","smooth","purple","green","partial","yellow","one","sheathing","orange","several","meadows"
"poisonous","bell","fibrous","green","no","almond","attached","close","broad","chocolate","enlarging","club","fibrous","fibrous","brown","brown","partial","white","b","evanescent","black","abundant","wood"
"poisonous","bell","fibrous","gray","yes","fishy","descending","close","broad","orange","enlarging","club","silky","scaly","gray","gray","partial","orange","one","large","chocolate","abundant","grasses"
"poisonous","convex","scaly","gray","no","pungent","free","close","broad","chocolate","enlarging","missing","silky","silky","purple","purple","partial","white","one","sheathing","white","several","leaves"
"poisonous","flat","smooth","gray","no","foul","free","distant","narrow","white","enlarging","club","silky","silky","purple","purple","partial","white","one","large","chocolate","several","grasses"
"poisonous","convex","scaly","red","yes","creosote","attached","close","broad","white","tapering","club","fibrous","smooth","purple","cinnamon","partial","brown","one","cobwebby","chocolate","scattered","urban"
"poisonous","knobbed","smooth","purple","no","foul","free","close","broad","gray","tapering","missing","silky","silky","brown","brown","universal","white","one","pendant","chocolate","several","wood"
"poisonous","convex","smooth","gray","yes","pungent","free","close","broad","brown","enlarging","club","fibrous","fibrous","brown","purple","partial","white","one","large","white","clustered","grasses"
"poisonous","knobbed","fibrous","yellow","yes","foul","attached","distant","broad","gray","enlarging","club","fibrous","fibrous","pink","pink","partial","white","one","cobwebby","green","several","waste"
"poisonous","flat","fibrous","gray","no","foul","free","close","narrow","chocolate","enlarging","rhizomorphs","smooth","silky","brown","white","universal","yellow","one","large","chocolate","solitary","paths"
"poisonous","convex","fibrous","brown","yes","creosote","free","crowded","broad","buff","enlarging","rooted","fibrous","fibrous","cinnamon","cinnamon","partial","brown","two","evanescent","buff","solitary","wood"
"edible","bell","fibrous","purple","yes","fishy","free","close","narrow","white","tapering","club","smooth","smooth","gray","purple","universal","white","one","pendant","black","solitary","wood"
"poisonous","convex","fibrous","yellow","no","pungent","descending","distant","broad","pink","enlarging","club","scaly","silky","purple","purple","partial","orange","one","large","chocolate","clustered","urban"
"poisonous","convex","fibrous","purple","no","musty","free","crowded","narrow","chocolate","tapering","club","silky","silky","buff","green","universal","white","one","large","chocolate","numerous","paths"
"edible","flat","scaly","pink","yes","none","notched","close","narrow","red","tapering","equal","smooth","smooth","red","red","universal","white","b","pendant","black","solitary","wood"
"poisonous","flat","smooth","buff","no","fishy","free","close","broad","red","enlarging","equal","fibrous","fibrous","gray","green","partial","brown","one","evanescent","chocolate","scattered","paths"
"poisonous","bell","fibrous","brown","yes","none","free","close","broad","black","enlarging","club","silky","fibrous","red","red","partial","white","b","cobwebby","purple","abundant","meadows"
"poisonous","conical","fibrous","yellow","yes","pungent","free","distant","broad","pink","enlarging","club","silky","fibrous","green","purple","partial","white","one","evanescent","chocolate","clustered","urban"
"edible","flat","fibrous","buff","yes","none","free","close","broad","white","tapering","club","smooth","silky","brown","purple","partial","white","one","pendant","black","solitary","urban"
"poisonous","convex","smooth","cinnamon","no","foul","free","crowded","broad","purple","tapering","rooted","silky","silky","green","green","universal","white","two","large","chocolate","numerous","leaves"
"poisonous","bell","fibrous","green","no","fishy","free","close","broad","gray","enlarging","club","silky","fibrous","gray","green","partial","white","b","large","chocolate","solitary","paths"
"edible","bell","smooth","cinnamon","yes","none","descending","crowded","broad","pink","tapering","club","scaly","smooth","white","white","partial","orange","two","flaring","yellow","numerous","wood"
"edible","flat","fibrous","gray","yes","creosote","free","crowded","broad","green","tapering","rhizomorphs","fibrous","smooth","cinnamon","cinnamon","partial","brown","one","pendant","buff","solitary","wood"
"poisonous","convex","smooth","purple","no","foul","free","close","narrow","white","tapering","club","silky","silky","buff","brown","universal","white","one","none","brown","several","wood"
"poisonous","bell","fibrous","white","no","almond","attached","close","broad","orange","enlarging","club","silky","silky","green","brown","partial","brown","b","large","black","several","paths"
"poisonous","flat","fibrous","cinnamon","yes","none","free","close","broad","black","enlarging","club","silky","fibrous","red","buff","partial","brown","b","large","chocolate","abundant","wood"
"poisonous","flat","scaly","buff","no","none","notched","close","broad","red","enlarging","equal","silky","smooth","red","green","partial","white","b","zone","purple","scattered","paths"
"poisonous","sunken","fibrous","red","yes","creosote","free","crowded","broad","chocolate","enlarging","rhizomorphs","silky","silky","cinnamon","cinnamon","partial","brown","one","cobwebby","chocolate","solitary","grasses"
"poisonous","knobbed","smooth","gray","no","anise","free","close","broad","pink","enlarging","missing","fibrous","fibrous","buff","buff","partial","brown","one","large","brown","solitary","wood"
"poisonous","flat","smooth","buff","no","foul","free","close","narrow","black","tapering","club","silky","silky","red","purple","partial","white","b","none","chocolate","abundant","urban"
"edible","flat","fibrous","red","yes","fishy","free","close","broad","black","tapering","club","scaly","smooth","green","green","partial","white","b","large","chocolate","abundant","urban"
"poisonous","flat","fibrous","brown","no","almond","free","close","broad","chocolate","enlarging","bulbous","silky","fibrous","brown","brown","partial","brown","one","cobwebby","black","several","paths"
"edible","convex","smooth","brown","yes","none","free","close","narrow","brown","tapering","club","silky","silky","cinnamon","purple","partial","white","two","pendant","brown","numerous","wood"
"poisonous","convex","fibrous","gray","no","musty","free","distant","broad","brown","enlarging","club","fibrous","smooth","purple","green","partial","white","two","cobwebby","black","several","wood"
"poisonous","convex","scaly","cinnamon","no","spicy","free","crowded","narrow","buff","enlarging","rhizomorphs","silky","silky","white","white","universal","white","one","pendant","brown","solitary","wood"
"poisonous","conical","fibrous","brown","yes","fishy","attached","distant","broad","buff","enlarging","bulbous","smooth","fibrous","pink","purple","partial","white","one","cobwebby","green","clustered","leaves"
"poisonous","flat","fibrous","gray","yes","creosote","free","crowded","broad","gray","enlarging","rhizomorphs","silky","silky","cinnamon","cinnamon","partial","white","two","cobwebby","chocolate","solitary","paths"
"poisonous","sunken","fibrous","gray","yes","creosote","attached","close","broad","green","enlarging","rhizomorphs","silky","silky","buff","cinnamon","partial","white","one","large","buff","solitary","waste"
"poisonous","bell","scaly","gray","yes","foul","free","close","narrow","white","tapering","club","smooth","fibrous","brown","brown","partial","white","b","pendant","chocolate","abundant","wood"
"poisonous","flat","smooth","gray","no","foul","free","close","narrow","chocolate","tapering","equal","silky","silky","red","green","universal","white","one","large","purple","scattered","waste"
"poisonous","convex","fibrous","white","yes","pungent","attached","distant","broad","pink","enlarging","club","fibrous","silky","buff","purple","partial","brown","one","large","white","several","wood"
"poisonous","sunken","smooth","gray","no","foul","notched","close","narrow","green","tapering","rhizomorphs","smooth","smooth","white","white","partial","white","two","sheathing","yellow","solitary","paths"
"poisonous","flat","fibrous","pink","yes","foul","attached","close","broad","chocolate","enlarging","club","silky","fibrous","gray","buff","partial","white","b","evanescent","chocolate","solitary","waste"
"poisonous","conical","scaly","pink","no","foul","free","distant","narrow","pink","tapering","cup","smooth","smooth","buff","buff","universal","white","one","sheathing","brown","solitary","wood"
"poisonous","bell","smooth","gray","yes","fishy","descending","close","broad","black","enlarging","club","silky","scaly","brown","green","partial","white","b","large","chocolate","abundant","leaves"
"poisonous","bell","fibrous","gray","no","foul","notched","close","narrow","chocolate","enlarging","club","silky","silky","red","red","universal","white","one","zone","purple","abundant","grasses"
"poisonous","convex","fibrous","yellow","no","spicy","free","close","broad","green","enlarging","club","silky","silky","buff","buff","partial","orange","two","large","yellow","solitary","grasses"
"poisonous","knobbed","fibrous","yellow","yes","pungent","free","close","broad","pink","enlarging","missing","silky","fibrous","purple","purple","partial","white","one","large","white","several","grasses"
"poisonous","convex","fibrous","yellow","yes","foul","attached","crowded","broad","buff","enlarging","club","silky","silky","brown","buff","partial","brown","two","evanescent","chocolate","several","grasses"
"poisonous","convex","scaly","buff","no","foul","notched","distant","broad","gray","enlarging","cup","smooth","silky","pink","green","partial","yellow","one","sheathing","chocolate","clustered","urban"
"poisonous","convex","smooth","yellow","no","almond","free","close","broad","chocolate","enlarging","equal","silky","silky","brown","green","partial","white","b","none","black","several","urban"
"poisonous","bell","scaly","gray","no","none","notched","close","narrow","orange","tapering","club","smooth","smooth","red","purple","partial","white","b","zone","purple","several","urban"
"poisonous","sunken","fibrous","gray","no","spicy","free","crowded","broad","yellow","enlarging","rhizomorphs","silky","silky","white","white","partial","white","one","pendant","chocolate","solitary","grasses"
"poisonous","sunken","grooves","gray","yes","spicy","descending","crowded","broad","yellow","enlarging","club","silky","silky","white","white","partial","white","two","large","yellow","solitary","waste"
"poisonous","sunken","smooth","gray","no","spicy","notched","crowded","broad","pink","enlarging","rhizomorphs","smooth","silky","brown","white","partial","white","one","sheathing","chocolate","solitary","wood"
"poisonous","knobbed","grooves","white","no","pungent","free","distant","broad","pink","enlarging","club","scaly","silky","purple","purple","partial","white","one","large","white","solitary","leaves"
"poisonous","flat","scaly","pink","no","almond","free","close","narrow","red","enlarging","equal","smooth","silky","buff","brown","partial","yellow","one","zone","chocolate","several","wood"
"poisonous","flat","scaly","pink","no","foul","notched","close","broad","chocolate","tapering","club","smooth","smooth","gray","gray","partial","yellow","one","zone","chocolate","scattered","paths"
"poisonous","knobbed","scaly","green","no","foul","free","close","broad","white","enlarging","missing","smooth","smooth","purple","buff","universal","white","one","large","chocolate","solitary","paths"
"edible","flat","scaly","pink","no","musty","free","close","narrow","pink","tapering","rhizomorphs","smooth","smooth","purple","purple","partial","white","one","pendant","brown","several","leaves"
"poisonous","flat","fibrous","green","no","spicy","free","crowded","narrow","chocolate","enlarging","club","silky","smooth","brown","green","universal","yellow","one","sheathing","yellow","numerous","wood"
"poisonous","flat","fibrous","pink","yes","foul","free","close","broad","red","enlarging","equal","fibrous","fibrous","buff","red","partial","white","b","large","chocolate","scattered","paths"
"poisonous","flat","smooth","cinnamon","no","foul","free","distant","broad","chocolate","tapering","missing","silky","silky","pink","green","partial","white","one","large","green","several","leaves"
"poisonous","convex","fibrous","brown","yes","anise","free","close","broad","gray","enlarging","missing","fibrous","fibrous","buff","green","partial","brown","one","cobwebby","chocolate","several","grasses"
"poisonous","convex","fibrous","white","yes","pungent","attached","close","broad","gray","enlarging","club","fibrous","silky","green","purple","partial","brown","one","evanescent","chocolate","several","meadows"
"poisonous","convex","scaly","gray","no","creosote","free","crowded","narrow","chocolate","enlarging","rooted","silky","smooth","cinnamon","cinnamon","partial","yellow","one","large","buff","numerous","wood"
"poisonous","knobbed","smooth","yellow","no","anise","free","distant","broad","white","tapering","missing","silky","silky","buff","green","partial","white","one","none","chocolate","solitary","grasses"
"poisonous","flat","scaly","white","no","fishy","free","close","narrow","pink","tapering","equal","smooth","smooth","purple","gray","partial","white","b","pendant","chocolate","scattered","urban"
"poisonous","bell","fibrous","green","no","foul","attached","close","broad","chocolate","enlarging","club","silky","fibrous","gray","gray","partial","brown","one","large","chocolate","abundant","grasses"
"poisonous","flat","fibrous","yellow","yes","foul","attached","distant","broad","pink","enlarging","club","silky","silky","buff","green","partial","white","one","cobwebby","brown","clustered","wood"
"poisonous","flat","grooves","pink","yes","foul","descending","crowded","broad","chocolate","enlarging","club","fibrous","silky","green","green","partial","brown","one","cobwebby","orange","numerous","paths"
"poisonous","flat","smooth","yellow","no","almond","free","close","broad","orange","tapering","club","silky","silky","brown","buff","universal","white","b","large","chocolate","solitary","meadows"
"poisonous","flat","smooth","yellow","no","pungent","free","distant","broad","gray","enlarging","missing","silky","silky","buff","purple","partial","white","one","pendant","chocolate","several","wood"
"poisonous","flat","scaly","gray","no","creosote","free","close","narrow","gray","tapering","club","smooth","smooth","cinnamon","buff","universal","yellow","two","sheathing","buff","solitary","paths"
"poisonous","convex","smooth","buff","no","foul","attached","crowded","broad","green","enlarging","rhizomorphs","silky","silky","green","green","partial","brown","two","evanescent","orange","solitary","leaves"
"poisonous","knobbed","fibrous","yellow","no","foul","notched","distant","broad","white","enlarging","missing","smooth","smooth","pink","green","universal","yellow","one","large","chocolate","solitary","paths"
"poisonous","flat","fibrous","white","no","spicy","free","close","narrow","gray","enlarging","club","silky","silky","green","buff","partial","white","two","large","yellow","numerous","grasses"
"poisonous","convex","fibrous","brown","no","foul","descending","crowded","broad","pink","enlarging","rooted","scaly","silky","brown","buff","partial","orange","one","large","orange","solitary","wood"
"poisonous","flat","smooth","gray","no","foul","free","distant","broad","brown","tapering","club","silky","silky","brown","brown","partial","white","one","pendant","chocolate","clustered","wood"
"poisonous","convex","grooves","yellow","yes","fishy","free","close","broad","gray","enlarging","club","scaly","silky","brown","buff","partial","white","b","large","chocolate","several","wood"
"poisonous","convex","scaly","white","yes","foul","free","close","broad","chocolate","tapering","club","fibrous","fibrous","purple","purple","partial","white","one","cobwebby","white","scattered","grasses"
"poisonous","knobbed","grooves","cinnamon","no","foul","descending","distant","broad","pink","enlarging","missing","silky","scaly","buff","buff","partial","white","one","large","brown","solitary","grasses"
"poisonous","bell","fibrous","buff","yes","almond","attached","close","broad","orange","tapering","club","fibrous","fibrous","brown","purple","partial","brown","one","pendant","black","scattered","urban"
"poisonous","flat","smooth","red","yes","foul","free","close","broad","chocolate","enlarging","club","scaly","scaly","brown","buff","partial","white","b","large","black","scattered","wood"
"poisonous","sunken","smooth","buff","yes","spicy","free","crowded","broad","green","enlarging","club","silky","fibrous","white","brown","partial","white","two","large","chocolate","several","leaves"
"poisonous","convex","fibrous","pink","no","foul","free","distant","broad","pink","enlarging","club","silky","scaly","brown","pink","partial","white","one","large","chocolate","clustered","wood"
"poisonous","conical","fibrous","yellow","no","foul","free","distant","broad","pink","enlarging","cup","fibrous","fibrous","purple","purple","partial","white","one","evanescent","white","clustered","grasses"
"poisonous","convex","smooth","yellow","no","fishy","free","close","narrow","red","enlarging","club","silky","silky","gray","gray","partial","white","one","sheathing","chocolate","several","grasses"
"edible","conical","smooth","gray","no","pungent","notched","distant","narrow","purple","tapering","cup","smooth","smooth","purple","gray","universal","yellow","one","pendant","white","clustered","wood"
"poisonous","flat","smooth","white","no","foul","free","distant","narrow","gray","tapering","club","smooth","smooth","pink","green","partial","yellow","one","sheathing","green","several","paths"
"poisonous","convex","smooth","gray","yes","foul","free","close","broad","pink","enlarging","club","silky","scaly","pink","brown","partial","orange","one","large","green","clustered","wood"
"poisonous","knobbed","fibrous","yellow","yes","pungent","attached","distant","broad","white","enlarging","club","silky","fibrous","green","buff","partial","brown","one","cobwebby","white","several","waste"
"poisonous","flat","scaly","white","no","foul","notched","crowded","broad","chocolate","tapering","club","smooth","smooth","cinnamon","cinnamon","universal","yellow","two","zone","chocolate","several","leaves"
"poisonous","conical","scaly","yellow","no","foul","free","distant","broad","pink","enlarging","cup","smooth","smooth","brown","green","universal","white","two","pendant","chocolate","numerous","wood"
"poisonous","convex","smooth","gray","yes","creosote","descending","crowded","broad","chocolate","enlarging","rhizomorphs","scaly","silky","cinnamon","green","partial","white","one","large","buff","solitary","paths"
"poisonous","flat","scaly","gray","no","foul","notched","close","broad","gray","enlarging","equal","smooth","smooth","brown","buff","partial","white","one","large","black","solitary","grasses"
"poisonous","convex","grooves","pink","yes","foul","free","close","broad","gray","enlarging","equal","silky","scaly","gray","gray","partial","orange","b","large","chocolate","scattered","paths"
"poisonous","convex","fibrous","gray","no","creosote","attached","close","narrow","pink","enlarging","cup","smooth","smooth","purple","purple","partial","white","one","evanescent","black","scattered","wood"
"poisonous","convex","smooth","brown","no","foul","free","distant","broad","gray","enlarging","club","silky","silky","brown","brown","universal","white","one","pendant","green","solitary","wood"
"poisonous","convex","scaly","yellow","no","musty","free","crowded","narrow","gray","enlarging","club","silky","smooth","green","brown","partial","yellow","one","sheathing","orange","solitary","grasses"
"poisonous","conical","fibrous","yellow","no","foul","free","close","broad","brown","tapering","club","silky","silky","pink","green","partial","white","one","pendant","green","clustered","urban"
"poisonous","knobbed","smooth","white","no","pungent","free","close","broad","white","enlarging","club","silky","silky","purple","purple","partial","white","one","large","white","several","leaves"
"poisonous","flat","fibrous","gray","no","foul","free","distant","broad","pink","tapering","cup","silky","silky","purple","purple","partial","white","one","none","white","several","grasses"
"poisonous","sunken","fibrous","gray","yes","creosote","free","crowded","broad","chocolate","enlarging","club","fibrous","silky","cinnamon","brown","partial","brown","two","large","chocolate","several","urban"
"poisonous","convex","grooves","cinnamon","yes","foul","free","crowded","broad","chocolate","enlarging","club","silky","scaly","buff","brown","partial","orange","b","large","chocolate","solitary","grasses"
"poisonous","bell","fibrous","cinnamon","no","fishy","descending","close","broad","black","enlarging","club","silky","silky","buff","gray","partial","white","b","large","chocolate","abundant","wood"
"poisonous","conical","scaly","gray","no","foul","free","distant","broad","chocolate","enlarging","club","silky","silky","pink","pink","partial","white","one","sheathing","green","clustered","wood"
"poisonous","convex","scaly","gray","no","pungent","free","distant","narrow","pink","tapering","cup","silky","smooth","purple","purple","partial","yellow","one","zone","chocolate","clustered","meadows"
"poisonous","convex","scaly","purple","no","foul","notched","close","narrow","buff","tapering","club","silky","smooth","green","buff","universal","white","two","sheathing","chocolate","solitary","paths"
"poisonous","flat","smooth","red","no","pungent","free","distant","broad","pink","tapering","cup","silky","silky","green","brown","universal","white","one","none","chocolate","clustered","urban"
"poisonous","convex","fibrous","yellow","no","creosote","free","close","broad","chocolate","enlarging","rhizomorphs","silky","silky","cinnamon","cinnamon","partial","white","two","pendant","buff","solitary","grasses"
"edible","convex","smooth","purple","no","creosote","free","crowded","narrow","white","tapering","rooted","silky","fibrous","cinnamon","brown","universal","white","one","evanescent","buff","several","wood"
"poisonous","bell","fibrous","purple","yes","fishy","descending","close","broad","pink","enlarging","club","silky","scaly","gray","gray","partial","orange","b","flaring","chocolate","abundant","paths"
"poisonous","convex","smooth","yellow","no","almond","free","close","broad","red","enlarging","club","silky","silky","brown","green","universal","white","b","large","chocolate","solitary","leaves"
"poisonous","flat","grooves","yellow","yes","foul","free","distant","broad","gray","enlarging","missing","silky","silky","green","green","partial","white","one","large","chocolate","several","grasses"
"poisonous","bell","smooth","gray","no","almond","free","close","narrow","chocolate","tapering","club","silky","silky","brown","buff","partial","white","b","large","chocolate","abundant","paths"
"poisonous","convex","fibrous","gray","no","musty","free","close","broad","buff","enlarging","club","silky","silky","buff","green","partial","white","two","large","orange","solitary","paths"
"poisonous","flat","fibrous","brown","no","creosote","attached","crowded","broad","pink","enlarging","club","silky","silky","green","green","partial","white","one","large","buff","several","meadows"
"edible","flat","scaly","pink","yes","none","attached","close","broad","red","enlarging","bulbous","fibrous","fibrous","red","red","partial","white","two","evanescent","purple","scattered","urban"
"poisonous","sunken","smooth","pink","no","foul","free","crowded","narrow","green","tapering","club","silky","silky","brown","cinnamon","universal","white","two","large","chocolate","solitary","grasses"
"poisonous","convex","fibrous","purple","no","foul","free","close","narrow","gray","tapering","club","silky","silky","buff","buff","partial","white","b","none","chocolate","abundant","urban"
"poisonous","sunken","smooth","gray","no","creosote","free","crowded","narrow","yellow","enlarging","rhizomorphs","silky","silky","green","buff","universal","white","two","none","buff","solitary","urban"
"poisonous","conical","fibrous","gray","no","foul","free","distant","broad","gray","enlarging","club","fibrous","fibrous","pink","pink","partial","white","one","evanescent","green","solitary","paths"
"poisonous","convex","fibrous","yellow","yes","foul","free","crowded","broad","purple","enlarging","missing","fibrous","silky","purple","buff","partial","brown","one","cobwebby","chocolate","several","wood"
"poisonous","flat","smooth","gray","no","foul","free","close","narrow","red","enlarging","club","silky","silky","red","brown","partial","white","one","none","chocolate","scattered","meadows"
"poisonous","flat","smooth","gray","no","almond","free","close","broad","chocolate","enlarging","club","silky","silky","brown","brown","partial","white","one","large","black","several","grasses"
"edible","knobbed","fibrous","yellow","yes","fishy","attached","close","broad","chocolate","enlarging","equal","fibrous","fibrous","purple","red","partial","white","two","evanescent","white","clustered","waste"
"poisonous","knobbed","grooves","purple","yes","pungent","free","close","broad","gray","enlarging","club","silky","scaly","green","purple","partial","orange","one","large","chocolate","several","paths"
"poisonous","flat","smooth","yellow","no","foul","free","crowded","narrow","yellow","enlarging","club","silky","silky","green","green","universal","white","two","large","orange","solitary","leaves"
"poisonous","flat","fibrous","gray","no","foul","free","close","broad","chocolate","enlarging","club","silky","silky","gray","brown","partial","white","b","cobwebby","chocolate","scattered","wood"
"poisonous","conical","smooth","gray","no","foul","free","distant","broad","pink","enlarging","cup","silky","silky","brown","buff","universal","white","one","none","white","clustered","grasses"
"poisonous","convex","scaly","buff","no","creosote","notched","crowded","narrow","green","enlarging","club","smooth","smooth","cinnamon","cinnamon","universal","white","one","large","chocolate","solitary","paths"
"poisonous","bell","fibrous","brown","yes","foul","attached","close","broad","pink","enlarging","club","silky","silky","brown","buff","partial","brown","one","evanescent","black","abundant","urban"
"poisonous","knobbed","smooth","gray","no","foul","free","distant","narrow","gray","tapering","missing","silky","silky","green","pink","universal","white","one","none","green","solitary","urban"
"poisonous","conical","smooth","purple","no","spicy","notched","crowded","broad","gray","tapering","rooted","smooth","silky","white","brown","universal","white","one","large","chocolate","solitary","meadows"
"poisonous","flat","fibrous","gray","no","foul","notched","close","broad","buff","enlarging","rooted","silky","silky","brown","brown","partial","white","one","large","buff","numerous","wood"
"poisonous","conical","fibrous","yellow","no","foul","attached","close","broad","brown","enlarging","cup","silky","fibrous","green","green","partial","brown","one","large","brown","clustered","paths"
"poisonous","flat","fibrous","gray","yes","none","descending","close","broad","gray","enlarging","equal","scaly","scaly","brown","red","partial","white","b","large","chocolate","scattered","grasses"
"poisonous","convex","fibrous","green","no","creosote","free","close","broad","purple","enlarging","rooted","silky","fibrous","green","cinnamon","partial","brown","two","large","chocolate","solitary","leaves"
"poisonous","flat","smooth","pink","no","anise","free","close","broad","brown","tapering","cup","silky","silky","green","buff","universal","white","one","none","chocolate","solitary","paths"
"edible","flat","smooth","gray","yes","creosote","attached","crowded","broad","white","tapering","rhizomorphs","fibrous","fibrous","cinnamon","purple","partial","brown","one","pendant","brown","solitary","wood"
"poisonous","bell","smooth","cinnamon","yes","foul","descending","close","broad","black","enlarging","club","scaly","scaly","green","buff","partial","orange","b","large","chocolate","solitary","meadows"
"poisonous","flat","smooth","white","no","almond","notched","close","broad","gray","tapering","club","smooth","silky","brown","brown","universal","white","one","sheathing","chocolate","abundant","wood"
"poisonous","flat","fibrous","gray","no","none","free","close","broad","chocolate","enlarging","equal","fibrous","fibrous","buff","red","partial","brown","one","evanescent","purple","scattered","waste"
"poisonous","bell","fibrous","white","no","foul","free","close","broad","pink","enlarging","club","fibrous","fibrous","gray","gray","partial","brown","b","evanescent","chocolate","abundant","leaves"
